,author,content,description,publishedAt,source,title,url,urlToImage,count
448,Ethel Jiang,"Amazon CEO Jeff Bezos Photo by Drew Angerer/Getty Images October was a rough month for billionaires in the tech sector, who saw their net worth plummet as stocks took a hammering. According to Bloomberg data, the CEOs and founders of the most popular tech com… [+451 chars]","October was a rough month for billionaires in the tech sector, who saw their net worth plummet as stocks took a hammering. A ccording to Bloomberg data, the CEOs and founders of the most popular tech companies ""FAANG+BAT"" lost $61 billion in October. The tech…",2018-11-01 13:15:00,"{'id': 'business-insider', 'name': 'Business Insider'}","CEOs and founders of tech's biggest names lost $61 billion during the stock market's plunge in October — here's who got hit hard (FB, AMZN, AAPL, NFLX, GOOG, BIDU, BABA)",https://www.businessinsider.com/stock-market-news-tech-founders-ceos-lost-billions-october-2018-10,https://amp.businessinsider.com/images/5bd87a7af556fc15d2384276-2732-1366.jpg,1
449,"Jamie Fullerton, Emanuel Maiberg","A portrait merging the faces of Chinese President Xi Jinping and Hong Kong chief executive Carrie Lam, symbolising Beijings creeping influence on Hong Kong. Image: Badiucao Badiucaos new exhibition launches in Hong Kong on November 3, but the Chinese artist a… [+6402 chars]","Badiucao’s new exhibition compares Google's censored search engine for China, codenamed Dragonfly, to Donald Trump's wall.",2018-11-01 14:00:00,"{'id': 'vice-news', 'name': 'Vice News'}",A Chinese Dissident Artist Is Taking Aim at Google for Censored Search Engine,https://motherboard.vice.com/en_us/article/evwjmw/a-chinese-dissident-artist-is-taking-aim-at-google-for-censored-search-engine,"https://video-images.vice.com/articles/5bdadfe53e2dfd0006373d3c/lede/1541071123111-2.jpeg?crop=1xw:0.445xh;0xw,0.1808xh&resize=1200:*",1
450,Matthew Beedham,"Hong Kong is pulling rank and is paying increasingly close attention to cryptocurrency funds. In a statement published earlier today, the Securities and Futures Commission (SFC) stated it would be putting cryptocurrency funds under its watchful eye. The SFC i… [+1311 chars]","Hong Kong is pulling rank and is paying increasingly close attention to cryptocurrency funds. In a statement published earlier today, the Securities and Futures Commission (SFC) stated it would be putting cryptocurrency funds under its watchful eye. The SFC i…",2018-11-01 14:17:23,"{'id': 'the-next-web', 'name': 'The Next Web'}",Hong Kong steps up regulation and brings crypto-funds under SFC,https://thenextweb.com/hardfork/2018/11/01/hong-kong-crypto-funds-sfc/,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2018%2F11%2Fhong-kong-cryptocurrency-funds-sfc-sec-regulation-bitcoin-etfs.jpg&signature=a247b82c554c5fc479ffb30953fcbeb3,1
451,,"NEW DELHI: India breaking into the top 50 spot on the World Bank 's ease of doing business index now looks ""plausible"", finance minister Arun Jaitley said on Thursday, a day after the country recorded a significant jump in the global rankings. India leaped 23… [+2869 chars]","Attacking the Congress, finance minister Arun Jaitley on Thursday hailed India's 23 places jump in the World Bank's Ease of Doing Business rankings and said the country had come a long way from the UPA era when it was the most difficult country to do business…",2018-11-01 14:21:25,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","Getting into top 50 looks plausible, says Jaitley",https://timesofindia.indiatimes.com/india/getting-into-top-50-in-wbs-ease-of-doing-business-index-looks-plausible-says-jaitley/articleshow/66463394.cms,"https://static.toiimg.com/thumb/msid-66464032,width-1070,height-580,imgsize-1124027,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",1
452,Brendan Pierson,NEW YORK/KUALA LUMPUR (Reuters) - U.S. prosecutors unveiled criminal charges on Thursday against two former Goldman Sachs bankers and Malaysian financier Low Taek Jho tied to the alleged theft of billions from Malaysian sovereign wealth fund 1MDB. Prosecutors… [+3663 chars],"Reuters US charges financier, former Goldman bankers for 1MDB Reuters NEW YORK/KUALA LUMPUR (Reuters) - U.S. prosecutors unveiled criminal charges on Thursday against two former Goldman Sachs Inc bankers and Malaysian financier Low Taek Jho tied to the allege…",2018-11-01 14:42:03,"{'id': 'reuters', 'name': 'Reuters'}","US charges financier, former Goldman bankers for 1MDB - Reuters",https://www.reuters.com/article/us-goldman-sachs-charges-1mdb/us-charges-financier-former-goldman-bankers-for-1mdb-idUSKCN1N6537,https://s1.reutersmedia.net/resources/r/?m=02&d=20181101&t=2&i=1320970670&w=1200&r=LYNXNPEEA03A0,1
453,,BEIJING: Imran Khan will arrive here Friday in what is termed as the most significant visit to China by a Pakistani Prime Minister in recent years as the all-weather allies grapple to iron out differences over the CPEC and Islamabad approaching 'friendly nati… [+4838 chars],"During his four-day visit, Khan is scheduled to hold talks with Chinese President Xi Jinping and Premier Li Keqiang and expected to sign several agreements.",2018-11-01 15:05:23,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","Spotlight on CPEC projects, IMF bailout as Imran Khan all set to embark on maiden China visit",https://economictimes.indiatimes.com/news/international/world-news/spotlight-on-cpec-projects-imf-bailout-as-imran-khan-all-set-to-embark-on-maiden-china-visit/articleshow/66464390.cms,"https://img.etimg.com/thumb/msid-66464580,width-1070,height-580,imgsize-21450,overlay-economictimes/photo.jpg",1
454,,"The GPM core observatory satellite observed Tropical Storm Yutu on October 31, 2018 at 0210 UTC (Oct. 30 at 10:10 p.m. EDT) as it passed directly above the center of circulation in the South China Sea. GPM showed very little rainfall was occurring near the lo… [+4750 chars]",Typhoon Yutu produced heavy rainfall as it passed over the island of Luzon in the northern Philippines. The Global Precipitation Measurement mission or GPM core satellite provided data on that rainfall. The storm has since weakened to a tropical storm and tri…,2018-11-01 16:12:08,"{'id': None, 'name': 'Phys.org'}",NASA's GPM examines weaker Tropical Storm Yutu's rainfall,https://phys.org/news/2018-11-nasa-gpm-weaker-tropical-storm.html,https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/2018/1-nasasgpmexam.jpg,1
455,"Trefis Team, Contributor, Trefis Team, Contributor https://www.forbes.com/sites/greatspeculations/people/trefis/","Share to facebook Share to twitter Share to linkedin Pedestrians and shoppers walk past a Coach Inc. store, operated by Tapestry Inc., on Orchard Road in Singapore, on Saturday, Feb. 10, 2018. (Photographer: Ore Huiying/Bloomberg) Tapestry Inc. (NYSE:TPR) pos… [+12611 chars]","Tapestry Inc. (NYSE:TPR) posted its first quarter results on October 30, wherein a 7% improvement in revenues and a 14% increase in earnings was reported, with the metrics exceeding consensus expectations. The 4% sales growth at Coach was driven by its digita…",2018-11-01 16:46:00,"{'id': None, 'name': 'Forbes.com'}",Tapestry Inc.'s Strong Performance Continues In 1Q Aided By International Expansion Of Kate Spade,https://www.forbes.com/sites/greatspeculations/2018/11/01/tapestry-inc-s-strong-performance-continues-in-1q-aided-by-international-expansion-of-kate-spade/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fthumbnails%2Fblog_25%2Fpt_25_189788_o.jpg%3Ft%3D1541090763,1
456,"Adam Sarhan, Contributor, Adam Sarhan, Contributor https://www.forbes.com/sites/adamsarhan/","Share to facebook Share to twitter Share to linkedin Mersin, TURKEY - October 20, 2018: Black iphone 8 plus close up camera Apple Inc. is scheduled to release earnings after today's close. The stock&amp;nbsp;hit a record high of $233.47/share and is currently… [+4203 chars]",Apple Inc. is scheduled to release earnings after today's close. The stock hit a record high of $233.47/share and is currently trading near $218/share. The stock is prone to big moves after reporting earnings and can easily gap up if the numbers are strong.,2018-11-01 16:55:00,"{'id': None, 'name': 'Forbes.com'}",Earnings Preview: What To Expect From Apple Today,https://www.forbes.com/sites/adamsarhan/2018/11/01/earnings-preview-what-to-expect-from-apple-today-2/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F1057129180%2F960x0.jpg%3Ffit%3Dscale,1
457,,"B USINESS BOOMS and busts follow a pattern. They start with an exciting change in the economy. Managers and investors collectively create a story about it, which begins as an explanation, then morphs into an extrapolation, and then into an exaggeration. Event… [+6226 chars]",The shares of the world's tech giants have sunk. Wobble or wipeout?,2018-11-01 16:55:38,"{'id': 'the-economist', 'name': 'The Economist'}",Big Tech’s sell-off,https://www.economist.com/business/2018/11/03/big-techs-sell-off,https://cdn.static-economist.com/sites/default/files/images/print-edition/20181103_WBD000_0.jpg,1
458,Joshua Long,"Hi, Spring fans! Welcome to another installment of This Week in Spring ! This week, Im in Paris, France, for the amazing Voxxed Microservices event. This has been quite the show, and Im grateful for having had the opportunity to attend. Now, as I write this, … [+353 chars]","Hi, Spring fans! Welcome to another installment of This Week in Spring ! This week, I’m in Paris, France, for the amazing Voxxed Microservices event. This has been quite the show, and I’m grateful for having had the opportunity to attend. Now, as I write this…",2018-11-01 17:04:01,"{'id': None, 'name': 'Dzone.com'}","This Week in Spring: Spring Boot, Releases, and Cloud",https://dzone.com/articles/this-week-in-spring-spring-boot-releases-and-cloud,https://dz2cdn3.dzone.com/storage/article-thumb/10595562-thumb.jpg,1
460,"Laursen, N. S., Friesen, R. H. E., Zhu, X., Jongeneelen, M., Blokland, S., Vermond, J., van Eijgen, A., Tang, C., van Diepen, H., Obmolova, G., van der Neut Kolfschoten, M., Zuijdgeest, D., Straetemans, R., Hoffman, R. M. B., Nieusma, T., Pallesen, J., Turner, H. L., Bernard, S. M., Ward, A. B., Luo, J., Poon, L. L. M., Tretiakova, A. P., Wilson, J. M., Limberis, M. P., Vogels, R., Brandenburg, B., Kolkman, J. A., Wilson, I. A.",Abstract Broadly neutralizing antibodies against highly variable pathogens have stimulated the design of vaccines and therapeutics. We report the use of diverse camelid single-domain antibodies to influenza virus hemagglutinin to generate multidomain antibodi… [+21740 chars],"Vaccines are indispensable for the control and prevention of influenza, but there are several challenges to efficacy. Some individuals respond poorly to vaccination, and virus variation makes targeting optimal antigens difficult. Broadly neutralizing antibodi…",2018-11-01 17:38:29,"{'id': None, 'name': 'Sciencemag.org'}",Universal protection against influenza infection by a multidomain antibody to influenza hemagglutinin,http://science.sciencemag.org/content/362/6414/598.full,http://science.sciencemag.org/content/362/6414/F1.medium.gif,1
461,"Adam Sarhan, Contributor, Adam Sarhan, Contributor https://www.forbes.com/sites/adamsarhan/","Share to facebook Share to twitter Share to linkedin Businessman and Hong Kong city view with blue bull chart on background. double exposure The market is bouncing back hard this week from deeply oversold levels. Now, investors are asking if the correction is… [+7529 chars]","No one knows for sure what will happen tomorrow. So the real answer is only time will tell. For now, we know the market still has a lot of technical damage and it is bouncing from deeply oversold levels.",2018-11-01 17:46:00,"{'id': None, 'name': 'Forbes.com'}",Correction Over Or Dead Cat Bounce?,https://www.forbes.com/sites/adamsarhan/2018/11/01/correction-over-or-dead-cat-bounce/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F1059388492%2F960x0.jpg%3Ffit%3Dscale,1
462,Stereogum,"Eva Moolchan has been making autre rock music for a while now. On the Washington, DC-based artist’s first two albums, 2016’s Gymnastics and last year’s It’s A Myth, it took the form of tightly-coiled punk songs that were concise and unassailable. On next year… [+915 chars]","Eva Moolchan has been making autre rock music for a while now. On the Washington, DC-based artist's first two albums, 2016's Gymnastics and last year's It's A Myth, it took the form of tightly-coiled punk songs that were concise and unassailable. On next year…",2018-11-01 18:56:05,"{'id': None, 'name': 'Stereogum.com'}",Sneaks – “The Way It Goes”,https://www.stereogum.com/2021303/sneaks-the-way-it-goes/music/,https://static.stereogum.com/uploads/2018/11/sneaks-highway-hypnosis-1541097611-608x608.jpg,1
464,Michael Steeber,"This weeks Apple event in Brooklyn introduced more than new Macs and iPads. Today at Apple, the companys platform of in-store creative sessions, received a massive update. After launching globally 18 months ago, the results of Apples efforts are beginning to … [+4290 chars]","This week’s Apple event in Brooklyn introduced more than new Macs and iPads. Today at Apple, the company’s platform of in-store creative sessions, received a massive update. After launching globally 18 months ago, the results of Apple’s efforts are beginning …",2018-11-01 19:29:03,"{'id': None, 'name': '9to5mac.com'}",How ‘Today at Apple’ is becoming an unsung hero that can’t be cloned,https://9to5mac.com/2018/11/01/today-at-apple-underestimated-retail-advantage/,https://9to5mac.com/wp-content/uploads/sites/6/2018/11/Forum.jpg?quality=82&strip=all&w=1600,1
465,Katie Genter,"Delta seems to be pulling the plug on a too-good-to-be-true flight deal. Four days ago, TPG told readers about an amazing nonstop deal from New York City to Nairobi, Kenya that expanded into an excellent deal to South Africa. These low fares, available from $… [+4335 chars]","Delta seems to be pulling the plug on a too-good-to-be-true flight deal. Four days ago, TPG told readers about an amazing nonstop deal from New York City to Nairobi, Kenya that expanded into an excellent deal to South Africa. These low fares, available from $…",2018-11-01 19:30:33,"{'id': None, 'name': 'Thepointsguy.com'}",Delta Is Canceling Low Fare Tickets to Kenya and South Africa,http://thepointsguy.com/news/delta-canceling-low-fare-tickets-to-kenya-and-south-africa/,https://i0.wp.com/thepointsguy.com/wp-content/uploads/2017/11/flight-cancellations.jpg?fit=1280%2C853px&ssl=1,1
466,Natasha Frost,"A thousand years ago, a monk and revered healer known as Qisan Zhang died after allegedly starving himself to death. His remains were preserved and then placed in an unusual golden casket, in the shape of a sitting, smiling Buddha. For centuries, townspeople … [+1520 chars]","China is watching closely: This case could be one of the first successful retrievals of Chinese artifacts in court, rather than through diplomatic channels.",2018-11-01 19:43:04,"{'id': None, 'name': 'Qz.com'}",A group of Chinese villagers traveled to Amsterdam to ask for the return of a mummified monk,https://qz.com/1447679/chinese-villagers-want-their-1000-year-old-mummified-monk-back/,https://cms.qz.com/wp-content/uploads/2018/11/879.png?w=1400&strip=all&quality=75,1
467,Tripp Mickle,"Apple Inc. AAPL 1.54% reported its fourth consecutive quarter of record revenue and profit, as the combination of higher iPhone prices and strong app-store sales propelled the technology giant to its best year ever. Revenue for the three months ended Sept. 29… [+5224 chars]","Wall Street Journal Apple Reports Record Results but Weak Revenue Outlook Wall Street Journal Apple Inc. AAPL 1.54% reported its fourth consecutive quarter of record revenue and profit, as the combination of higher iPhone prices and strong app-store sales pro…",2018-11-01 20:55:53,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Apple Reports Record Results but Weak Revenue Outlook - Wall Street Journal,https://www.wsj.com/articles/apple-reports-record-revenue-and-profit-1541104284,https://images.wsj.net/im-34323/social,1
468,Madeline Shi,"German digital bank N26 is expanding its mobile banking services into the US market as it eyes the next step in its global expansion. ''We want to build a global bank,"" said Nicolas Kopp, U.S. chief executive officer of N26, in an interview. ""We want to be a … [+2474 chars]","German fin tech company N26 is expanding its mobile banking services into the US market sometime in 2019. The digital bank is a mix of Venmo, Zelle, Intuit's Mint, and a Chase banking account, said Nicolas Kopp, U.S. chief executive officer of N26. N26 is goi…",2018-11-01 21:10:52,"{'id': 'business-insider', 'name': 'Business Insider'}","A Peter Thiel-backed fintech that aims to be 'a mixture of Venmo, Zelle, Mint and Chase' is launching next year in the US",https://www.businessinsider.com/n26-launching-in-us-in-2019-2018-10,https://amp.businessinsider.com/images/5bda2262da27f83f82275326-750-375.jpg,1
469,,"To continue, please click the box below to let us know you're not a robot.",,2018-11-01 21:22:42,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Daybreak Hong Kong: All You Need to Know This Morning (Podcast),https://www.bloomberg.com/tosv2.html?vid=&uuid=cfd199e0-de20-11e8-84b9-bf4323362bed&url=L25ld3MvYXVkaW8vMjAxOC0xMS0wMS9kYXlicmVhay1ob25nLWtvbmctYWxsLXlvdS1uZWVkLXRvLWtub3ctdGhpcy1tb3JuaW5nLXBvZGNhc3Q=,,1
470,Peter Caranicas,Things are changing fast in China’s entertainment industry. The country’s film business is expected to enter a period of slowdown as the government continues to crack down on tax evasion after the eruption of the scandals surrounding Chinese actress Fan Bingb… [+5376 chars],Things are changing fast in China’s entertainment industry. The country’s film business is expected to enter a period of slowdown as the government continues to crack down on tax evasion after the eruption of the scandals surrounding Chinese actress Fan Bingb…,2018-11-01 22:55:25,"{'id': None, 'name': 'Variety.com'}",Tax Evasion Scandals Stall Film Production in China,https://variety.com/2018/biz/markets-festivals/fan-bingbing-1203017872-1203017872/,https://pmcvariety.files.wordpress.com/2018/11/scandals-stall-film-production.jpg?w=700&h=393&crop=1,1
471,Peter Caranicas,"Hong Kong filmmaker Chan Tze-woon recently returned from a fruitful trip to the Busan Intl. Film Festival. The 31-year-old’s new project, “ Blue Island,” was selected to take part in the Asian Cinema Fund during the festival, where he met producers from South… [+2818 chars]","Hong Kong filmmaker Chan Tze-woon recently returned from a fruitful trip to the Busan Intl. Film Festival. The 31-year-old’s new project, “Blue Island,” was selected to take part in the Asian Cinema Fund during the festival, where he met producers from South …",2018-11-01 23:15:31,"{'id': None, 'name': 'Variety.com'}",China’s Documentary Film Production Is on the Increase,https://variety.com/2018/biz/markets-festivals/yellowing-1203017893-1203017893/,https://pmcvariety.files.wordpress.com/2018/11/documentary-film-production-grows.jpg?w=700&h=393&crop=1,1
472,Eric Jhonsa,"Apple's ( AAPL ) sales outlook and a planned accounting change are overshadowing the company's latest sales and earnings beat. After the bell on Thursday, Apple reported September quarter (fiscal fourth quarter) revenue of $62.9 billion (up 20% annually) and … [+8262 chars]",TheStreet.com Apple Slumps on Light Guidance and Disclosure Plans: 10 Key Takeaways TheStreet.com Apple's (AAPL - Get Report) sales outlook and a planned accounting change are overshadowing the company's latest sales and earnings beat. After the bell on Thurs…,2018-11-02 01:12:21,"{'id': None, 'name': 'Thestreet.com'}",Apple Slumps on Light Guidance and Disclosure Plans: 10 Key Takeaways - TheStreet.com,https://www.thestreet.com/opinion/apple-slumps-on-light-guidance-and-disclosure-plans-10-key-takeaways-14767076,http://s.thestreet.com/files/tsc/v2008/photos/contrib/uploads/d6667798-9666-11e8-a3a2-954471657203.jpg,1
473,Molly Fosco,"When Julia Lam told her parents she was leaving her job at Facebook to start her own company, they were quick to warn her of the risks. Lam is the founder and CEO of Tara &amp; Co. a line of functional fashion bags for professional women. While her parents we… [+4438 chars]",Asian-Americans earn more than any other racial group ... but only if their parents weren't born in the U.S.,2018-11-02 04:08:12,"{'id': None, 'name': 'Ozy.com'}",Why the 'Model Minority' Ends With Second-Generation Asian-Americans,https://www.ozy.com/acumen/why-the-model-minority-ends-with-second-generation-asian-americans/90337,https://pictures.ozy.com/pictures/1500xany/9/3/6/132936_gettyimages878980536.jpg,1
474,,"Yoichi Gotos first skiing trip to China was a pleasant surprise. The 33-year-old runs the Asian arm of the Freeride World Tour, an off-piste skiing and snowboarding competition, from his base in Niseko, on the northern Japanese island of Hokkaido. In February… [+8698 chars]",The property prices of snow-sure resorts in the region are soaring,2018-11-02 05:00:30,"{'id': 'financial-times', 'name': 'Financial Times'}",Asia’s snowflake generation: China’s skiers flock to Japan,https://www.ft.com/content/0731772c-d906-11e8-aa22-36538487e3d0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fad0a5630-dd6d-11e8-9f04-38d397e6661c?source=next-opengraph&fit=scale-down&width=900,1
475,Bloomberg,"By: Bloomberg | Published: November 2, 2018 11:20:07 am Trump reportedly asked key cabinet secretaries to have their staff draw up a potential deal to signal a ceasefire in an escalating trade conflict. (Reuters/File Photo) President Donald Trump wants to rea… [+4663 chars]",The push for a possible deal with China was prompted by Donald Trump's telephone call with Xi Jinping on Thursday.,2018-11-02 05:50:07,"{'id': None, 'name': 'Indianexpress.com'}","After phone call with Xi, Trump asks Cabinet to draft possible trade deal with China",https://indianexpress.com/article/world/after-phone-call-with-xi-trump-asks-cabinet-to-draft-possible-trade-deal-with-china-5430684/,https://images.indianexpress.com/2018/10/trump-7595.jpg?w=759,1
476,Martin Farrer,Asian shares have surged on reports that Donald Trump wants to reach an agreement with Chinese president Xi Jinping about the trade dispute that has dogged markets for months. The US president spoke to Xi on Thursday and later tweeted that trade talks with Ch… [+2730 chars],"The president’s positive remarks about a call with Xi Jinping, and a report that he has asked officials to draw up terms, lift battered markets Asian shares have surged on reports that Donald Trump wants to reach an agreement with Chinese president Xi Jinping…",2018-11-02 06:15:34,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Shares soar as Trump hints at possible US-China trade deal,https://www.theguardian.com/business/2018/nov/02/shares-soar-as-trump-hints-at-possible-us-china-trade-deal,https://i.guim.co.uk/img/media/3651a63580aa1837dc69dd6a4a7c30f09bf8cebd/0_118_3000_1800/master/3000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=e73c914e1f75055c44a16e03de29cac2,1
477,New York Times,"By: New York Times | New York | Published: November 2, 2018 12:10:07 pm The Goldman Sachs offices in Manhattan. (Source: The New York Times) Goldman Sachs is facing one of the most significant scandals in its history, a multibillion-dollar international fraud… [+7748 chars]","According to court documents, former Goldman Sachs employees paid bribes and kickbacks to foreign leaders to secure $6 billion in bond underwriting deals for Goldman that generated $600 million in fees.",2018-11-02 06:40:07,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Goldman Sachs’ biggest scandal? A multibillion international fraud that also funded ‘The Wolf Of Wall Street’,https://www.nytimes.com/2018/.../business/goldman-sachs-malaysia-investment-fund.html,https://images.indianexpress.com/2018/11/goldman_bankers-759.jpg?w=759,1
478,Vivienne Chow,"Over the weekend of October 13 and 14, more than a thousand people entered Sothebys in London to view the result of what is now arguably one of the most spectacular moments of contemporary art. But prior to the $1.3 million London sale of the workoriginally e… [+7998 chars]","Over the weekend of October 13 and 14, more than a thousand people entered Sotheby’s in London to view the result of what is now…",2018-11-02 07:00:38,"{'id': None, 'name': 'Qz.com'}",This Chinese supermarket of “emptiness” is a cousin to Banksy’s self-shredding art,https://qz.com/quartzy/1425074/banksys-shredded-art-prank-mocks-how-we-value-artistic-objects-or-does-it/,https://cms.qz.com/wp-content/uploads/2018/10/7.jpg?quality=75&strip=all&w=1400,1
479,Mike Bird,"Global stocks jumped Friday, on hopes that trade tensions between the U.S. and China are de-escalating, following a phone call between President Trump and his counterpart, Xi Jinping. Stocks across Europe advanced in opening trade, following larger rises in A… [+3564 chars]","Wall Street Journal Global Stocks and the Yuan Jump on Hopes for a US-China Trade Truce Wall Street Journal Global stocks jumped Friday, on hopes that trade tensions between the U.S. and China are de-escalating, following a phone call between President Trump …",2018-11-02 08:48:33,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Global Stocks and the Yuan Jump on Hopes for a US-China Trade Truce - Wall Street Journal,https://www.wsj.com/articles/asian-stocks-and-the-yuan-jump-on-hopes-for-a-u-s-china-trade-truce-1541139541,https://si.wsj.net/public/resources/images/B3-CG238_1102PA_SOC_20181102015429.jpg,1
480,Reuters,"By: Reuters | Hong Kong, Shanghai | Published: November 2, 2018 2:34:46 pm Asian shares advanced Friday after a strong finish on Wall Street helped by news of possible progress on resolving trade tensions between China and the US. (AP Photo/Kin Cheung) Shares… [+4103 chars]",The report came after Donald Trump and Xi Jinping expressed optimism about resolving their trade disputes following a phone call.,2018-11-02 09:04:46,"{'id': None, 'name': 'Indianexpress.com'}","China stocks surge on hopes of US trade deal, Hong Kong rises most in 7 years",https://indianexpress.com/article/business/market/china-stocks-surge-on-hopes-of-us-trade-deal-hong-kong-rises-most-in-7-years-5431117/,https://images.indianexpress.com/2018/11/hong-kong-stock.jpg?w=759,1
481,Suyin Haynes / Hong Kong,"The world’s attention was on Russia this summer for the FIFA World Cup, and Olga Kyrachyova and Veronika Nikulshina thought it no better time to stage a public protest against unlawful arrests and police violence in the country. Along with two other fellow me… [+9953 chars]","The world’s attention was on Russia this summer for the FIFA World Cup, and Olga Kyrachyova and Veronika Nikulshina thought it no better time to stage a public protest against unlawful arrests and police violence in the country. Along with two other fellow me…",2018-11-02 09:29:04,"{'id': 'time', 'name': 'Time'}","‘It’s Not Putin’s Russia — It’s Our Russia.’ Pussy Riot Members on Protests, Poisonings and Politics",http://time.com/5442791/pussy-riot-russia-poisoning-olga-kyrachyova-veronika-nikulshina/,https://timedotcom.files.wordpress.com/2018/11/1h1a7152-1.jpg?quality=85,1
482,Jon Russell,Hong Kong may become the next country to regulate crypto exchanges after its securities regulator announced that it is exploring ways to apply quality control and protect consumers from the volatility and uncertainties of digital currencies. The Securities an… [+1892 chars],Hong Kong may become the next country to regulate crypto exchanges after its securities regulator announced that it is exploring ways to apply quality control and protect consumers from the volatility and uncertainties of digital currencies. The Securities an…,2018-11-02 09:39:03,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Hong Kong says it may regulate crypto exchanges,http://techcrunch.com/2018/11/02/hong-kong-says-it-may-regulate-crypto-exchanges/,https://techcrunch.com/wp-content/uploads/2017/09/bitcoin-securities-ico.png?w=711,1
483,Brian Ashcraft,"While playing Red Dead Redemption 2, a handful of Westerns keep coming to mind. Many of those films are most likely explicit influences, but others simply are evocative or reminiscent. For me, at least. After each round of Red Dead Redemption 2, my list of mo… [+4186 chars]","While playing Red Dead Redemption 2, a handful of Westerns keep coming to mind. Many of those films are most likely explicit influences, but others simply are evocative or reminiscent. Read more...",2018-11-02 10:00:00,"{'id': None, 'name': 'Kotaku.com'}",Westerns To Watch After Playing Red Dead Redemption 2,https://kotaku.com/westerns-to-watch-after-playing-red-dead-redemption-2-1830172696,"https://i.kinja-img.com/gawker-media/image/upload/s--xOlg_x5G--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/j1u4tzcxgnp7dd3c2fgu.jpg",1
484,Tom Breihan,"With Age Of Heroes, Tom Breihan picks the most important superhero movie of every year, starting with the genres early big-budget moments and moving onto the multiplex-crushing monsters of today. Midway through Christopher Nolans 2008 movie The Dark Knight, t… [+16077 chars]","Midway through Christopher Nolan’s 2008 movie The Dark Knight, the Joker gets himself arrested so that he can then break out of his holding cell and continue his grand experiment in human darkness. While he’s locked up, he’s placed in the custody of the Major…",2018-11-02 11:00:00,"{'id': None, 'name': 'Avclub.com'}",Does the most important year for superhero movies belong to The Dark Knight or Iron Man?,https://www.avclub.com/does-the-most-important-year-for-superhero-movies-belon-1830035680,"https://i.kinja-img.com/gawker-media/image/upload/s--EgNmRX43--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/gaozq4etjb8aq6qtudzo.jpg",1
485,,David Sharpe (right) took over as Wigan Athletic chairman from his grandfather Dave Whelan (left) in 2015 David Sharpe is to step down as chairman of Championship club Wigan Athletic once a takeover is completed. The Whelan family are due to transition their … [+962 chars],David Sharpe is to step down as chairman of Championship club Wigan Athletic once a takeover is completed.,2018-11-02 11:10:10,"{'id': 'bbc-news', 'name': 'BBC News'}",Wigan chairman Sharpe to step down after takeover,https://www.bbc.co.uk/sport/football/46072140,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/4FF0/production/_104146402_gettyimages-470195716.jpg,2
487,Dan Gartland,Leave it to an undrafted third-string quarterback to make a matchup of one-win teams one of the most interesting NFL games of the season. The Niners-Raiders was being hyped as possibly the worst prime-time NFL game ever and it probably would have beenif a qua… [+4366 chars],“It’s everything I dreamed of.”,2018-11-02 12:19:48,"{'id': None, 'name': 'Si.com'}",Friday’s Hot Clicks: Nick Mullens Gives Emotional Interview After Stellar First NFL Start,https://www.si.com/extra-mustard/2018/11/02/friday-hot-clicks-nick-mullens-49ers-quarterback-interview-video,https://imagesvc.timeincapp.com/v3/mm/image?url=https://cdn-s3.si.com/s3fs-public/2018/11/02/friday-hot-clicks-nick-mullens-49ers-quarterback-interview-video.png&w=1200&h=628&c=sc&poi=face&q=85,1
